colaborador_id,idade,genero,estado_civil,escolaridade,area,cargo,nivel_cargo,data_admissao,tempo_empresa_anos,salario_mensal,distancia_casa_km,horas_extras,viagens_negocio,satisfacao_trabalho,satisfacao_ambiente,equilibrio_vida_trabalho,avaliacao_desempenho,treinamentos_ultimo_ano,recebeu_promocao_5_anos,rotatividade,data_desligamento,motivo_desligamento
COL-0899,35,Masculino,Divorciado(a),Mestrado,Comercial,Executivo de Contas,1,2017-02-15,8,5800.0,39,Não,Frequentemente,3,5,3,3,0,Não,Sim,2023-09-06 18:07:00.229,Mudança de cidade
COL-0900,28,Masculino,Casado(a),Mestrado,Marketing,Analista de Marketing,1,2025-12-05,0,5600.0,32,Não,Frequentemente,4,3,1,4,6,Não,Não,,Não se aplica
COL-0901,30,Masculino,Casado(a),Graduação,Financeiro,Analista Financeiro,1,2020-11-14,5,5900.0,36,Sim,Nunca,2,4,4,3,6,Sim,Não,,Não se aplica
COL-0902,33,Não binário,Casado(a),Pós-graduação,Operações,Coordenador de Operações,3,2021-01-26,5,8900.0,10,Não,Raramente,1,4,3,3,0,Não,Não,,Não se aplica
COL-0903,36,Feminino,Casado(a),Tecnólogo,Comercial,Analista Comercial,3,2012-01-18,13,8750.0,23,Não,Nunca,5,4,2,2,2,Não,Não,,Não se aplica
COL-0904,48,Não binário,Divorciado(a),Graduação,Tecnologia,Analista de Dados,3,2017-03-01,8,10650.0,16,Não,Raramente,5,4,1,4,5,Sim,Não,,Não se aplica
COL-0905,59,Não binário,Casado(a),Ensino médio,Comercial,Gerente Comercial,5,2015-03-11,11,12200.0,9,Sim,Frequentemente,2,5,3,3,4,Não,Não,,Não se aplica
COL-0906,22,Não binário,Casado(a),Graduação,Atendimento,Assistente de Atendimento,1,2025-02-08,0,5400.0,32,Não,Nunca,1,1,2,4,1,Não,Não,,Não se aplica
COL-0907,51,Masculino,União estável,Graduação,Tecnologia,Analista de Dados,4,2025-09-22,0,12150.0,8,Sim,Raramente,5,4,1,4,4,Não,Não,,Não se aplica
COL-0908,25,Masculino,União estável,Pós-graduação,Operações,Analista de Operações,2,2023-07-24,2,7600.0,44,Não,Frequentemente,1,3,2,5,3,Não,Não,,Não se aplica
COL-0909,51,Não binário,Divorciado(a),Graduação,Atendimento,Analista de Atendimento,3,2022-01-24,3,7600.0,20,Sim,Frequentemente,4,4,5,3,6,Não,Não,,Não se aplica
COL-0910,38,Feminino,Casado(a),Graduação,Atendimento,Assistente de Atendimento,2,2014-06-16,11,5900.0,12,Não,Frequentemente,5,1,2,5,2,Não,Não,,Não se aplica
COL-0911,54,Não binário,Casado(a),Mestrado,Recursos Humanos,Business Partner,4,2019-06-09,6,11350.0,40,Sim,Nunca,2,4,2,4,0,Sim,Não,,Não se aplica
COL-0912,54,Masculino,Divorciado(a),Ensino médio,Operações,Coordenador de Operações,4,2023-01-24,3,10450.0,30,Sim,Nunca,4,1,1,3,6,Não,Não,,Não se aplica
COL-0913,58,Masculino,Solteiro(a),Ensino médio,Recursos Humanos,Business Partner,4,2023-06-04,3,11500.0,15,Sim,Nunca,5,3,2,3,5,Não,Não,,Não se aplica
COL-0914,54,Feminino,Divorciado(a),Mestrado,Tecnologia,Analista de Dados,4,2020-06-04,5,12200.0,50,Não,Nunca,4,1,3,3,0,Não,Não,,Não se aplica
COL-0915,23,Feminino,Casado(a),Pós-graduação,Financeiro,Analista Financeiro,1,2022-11-23,3,5800.0,35,Não,Raramente,5,5,1,3,1,Não,Não,,Não se aplica
COL-0916,25,Feminino,Solteiro(a),Graduação,Comercial,Executivo de Contas,1,2019-06-28,6,5600.0,24,Não,Raramente,4,4,2,5,4,Sim,Não,,Não se aplica
COL-0917,54,Feminino,Casado(a),Tecnólogo,Marketing,Coordenador de Marketing,5,2014-11-17,12,12650.0,15,Não,Frequentemente,2,4,2,4,1,Sim,Não,,Não se aplica
COL-0918,36,Masculino,União estável,Mestrado,Financeiro,Analista Financeiro,2,2021-08-22,5,8050.0,38,Sim,Frequentemente,1,3,4,3,5,Sim,Não,,Não se aplica
COL-0919,52,Feminino,Divorciado(a),Tecnólogo,Atendimento,Analista de Atendimento,3,2018-03-11,8,7800.0,35,Sim,Raramente,3,4,2,2,4,Não,Não,,Não se aplica
COL-0920,23,Feminino,União estável,Mestrado,Marketing,Analista de Marketing,1,2023-03-14,3,6100.0,47,Sim,Nunca,2,3,4,3,2,Não,Não,,Não se aplica
COL-0921,40,Masculino,Solteiro(a),Pós-graduação,Financeiro,Controller,3,2022-12-03,4,9850.0,37,Não,Raramente,1,1,1,4,4,Não,Sim,2025-11-17 12:36:31.422,Falta de perspectiva de crescimento
COL-0922,59,Masculino,União estável,Graduação,Financeiro,Especialista Financeiro,5,2023-02-13,2,13850.0,31,Não,Nunca,2,2,1,3,5,Sim,Não,,Não se aplica
COL-0923,42,Feminino,União estável,Graduação,Comercial,Analista Comercial,3,2021-05-13,4,9400.0,50,Não,Frequentemente,2,1,2,3,5,Não,Não,,Não se aplica
COL-0924,32,Não binário,Solteiro(a),Tecnólogo,Operações,Analista de Operações,2,2025-03-18,1,8150.0,9,Não,Raramente,4,3,2,2,4,Não,Não,,Não se aplica
COL-0925,36,Feminino,Divorciado(a),Ensino médio,Tecnologia,Desenvolvedor,2,2021-09-22,4,9550.0,41,Não,Frequentemente,4,5,3,5,1,Sim,Não,,Não se aplica
COL-0926,35,Masculino,União estável,Pós-graduação,Atendimento,Assistente de Atendimento,2,2019-01-28,7,5750.0,17,Não,Raramente,5,2,2,4,2,Não,Não,,Não se aplica
COL-0927,57,Masculino,Casado(a),Ensino médio,Recursos Humanos,Business Partner,4,2025-10-09,0,11600.0,5,Sim,Raramente,1,3,2,3,4,Não,Não,,Não se aplica
COL-0928,56,Feminino,Solteiro(a),Graduação,Atendimento,Analista de Atendimento,3,2019-07-12,7,7750.0,32,Não,Frequentemente,1,4,3,3,0,Sim,Não,,Não se aplica
COL-0929,22,Masculino,União estável,Ensino médio,Recursos Humanos,Analista de RH,2,2023-01-17,2,7150.0,50,Não,Raramente,1,2,3,2,0,Não,Não,,Não se aplica
COL-0930,20,Feminino,Divorciado(a),Graduação,Operações,Analista de Operações,1,2025-09-04,0,6050.0,12,Não,Nunca,5,4,3,3,4,Não,Não,,Não se aplica
COL-0931,46,Não binário,União estável,Ensino médio,Operações,Coordenador de Operações,4,2013-07-03,13,10200.0,5,Não,Raramente,4,3,2,4,0,Sim,Não,,Não se aplica
COL-0932,44,Não binário,Casado(a),Graduação,Financeiro,Analista Financeiro,2,2013-01-14,12,8000.0,2,Não,Frequentemente,4,2,1,2,4,Não,Sim,2024-05-17 00:28:19.043,Nova oportunidade profissional
COL-0933,42,Masculino,União estável,Ensino médio,Recursos Humanos,Business Partner,3,2022-09-15,3,8600.0,28,Não,Nunca,1,4,2,3,3,Não,Não,,Não se aplica
COL-0934,47,Não binário,Solteiro(a),Graduação,Atendimento,Analista de Atendimento,4,2014-08-11,12,9850.0,44,Sim,Raramente,4,4,2,4,4,Sim,Não,,Não se aplica
COL-0935,50,Feminino,União estável,Graduação,Comercial,Gerente Comercial,5,2019-11-23,7,12750.0,46,Sim,Frequentemente,4,5,4,2,0,Sim,Não,,Não se aplica
COL-0936,38,Feminino,Divorciado(a),Pós-graduação,Tecnologia,Analista de Dados,3,2021-07-20,4,10900.0,42,Sim,Raramente,1,4,3,3,1,Não,Sim,2022-02-13 23:50:30.029,Nova oportunidade profissional
COL-0937,23,Não binário,União estável,Pós-graduação,Operações,Analista de Operações,1,2025-12-19,1,5000.0,15,Não,Nunca,1,5,4,3,2,Não,Não,,Não se aplica
COL-0938,48,Feminino,União estável,Graduação,Tecnologia,Analista de Dados,3,2022-09-09,4,10650.0,19,Sim,Raramente,5,4,4,4,6,Não,Não,,Não se aplica
COL-0939,59,Feminino,União estável,Ensino médio,Marketing,Coordenador de Marketing,5,2014-04-08,11,12850.0,14,Não,Raramente,2,4,2,3,5,Não,Sim,2025-06-09 09:17:06.268,Reestruturação organizacional
COL-0940,36,Masculino,Divorciado(a),Mestrado,Operações,Coordenador de Operações,3,2019-01-27,7,8300.0,1,Não,Frequentemente,5,5,4,3,1,Não,Sim,2023-06-29 08:50:54.886,Mudança de cidade
COL-0941,24,Masculino,União estável,Graduação,Atendimento,Assistente de Atendimento,1,2021-12-20,5,5350.0,22,Não,Frequentemente,4,2,2,3,4,Não,Sim,2024-05-22 00:06:11.346,Mudança de cidade
COL-0942,24,Feminino,Divorciado(a),Graduação,Tecnologia,Desenvolvedor,1,2021-09-10,4,7350.0,44,Não,Nunca,3,3,1,4,2,Sim,Não,,Não se aplica
COL-0943,60,Feminino,Casado(a),Ensino médio,Atendimento,Supervisor de Atendimento,5,2024-03-12,2,11250.0,38,Sim,Frequentemente,4,1,1,4,4,Não,Sim,2026-03-30 16:59:02.117,Desempenho abaixo do esperado
COL-0944,28,Feminino,Casado(a),Ensino médio,Recursos Humanos,Analista de RH,2,2026-07-28,0,8300.0,12,Não,Nunca,1,5,2,5,1,Não,Não,,Não se aplica
COL-0945,33,Feminino,Casado(a),Pós-graduação,Atendimento,Assistente de Atendimento,1,2018-05-07,8,4450.0,29,Não,Raramente,5,3,2,2,4,Não,Não,,Não se aplica
COL-0946,56,Masculino,Solteiro(a),Ensino médio,Marketing,Especialista de Marketing,4,2014-08-24,11,10500.0,12,Não,Raramente,2,1,1,3,6,Não,Não,,Não se aplica
COL-0947,44,Não binário,Solteiro(a),Pós-graduação,Operações,Coordenador de Operações,3,2011-01-13,14,9450.0,30,Sim,Frequentemente,4,5,1,5,5,Sim,Não,,Não se aplica
COL-0948,23,Feminino,Casado(a),Mestrado,Tecnologia,Desenvolvedor,2,2025-12-10,0,9550.0,48,Sim,Nunca,4,4,1,3,2,Não,Sim,2026-04-19 21:16:32.585,Qualidade de vida
COL-0949,53,Feminino,Casado(a),Graduação,Operações,Coordenador de Operações,3,2013-04-17,12,9600.0,41,Não,Raramente,5,2,5,4,2,Sim,Não,,Não se aplica
COL-0950,24,Não binário,Casado(a),Ensino médio,Marketing,Analista de Marketing,1,2023-11-15,2,6400.0,49,Não,Nunca,1,5,1,4,4,Sim,Sim,2025-03-02 13:15:14.040,Nova oportunidade profissional
COL-0951,27,Feminino,Solteiro(a),Mestrado,Comercial,Executivo de Contas,2,2020-01-28,5,8000.0,31,Não,Raramente,4,4,2,3,2,Não,Não,,Não se aplica
COL-0952,54,Masculino,Solteiro(a),Graduação,Comercial,Analista Comercial,4,2015-06-24,10,10150.0,20,Sim,Frequentemente,3,3,5,3,6,Não,Não,,Não se aplica
COL-0953,33,Não binário,Divorciado(a),Mestrado,Financeiro,Controller,3,2017-11-19,8,9650.0,17,Sim,Raramente,5,5,1,4,6,Não,Não,,Não se aplica
COL-0954,33,Masculino,Casado(a),Ensino médio,Atendimento,Assistente de Atendimento,2,2014-09-14,12,5650.0,43,Não,Nunca,3,5,1,4,4,Sim,Não,,Não se aplica
COL-0955,37,Masculino,União estável,Pós-graduação,Operações,Analista de Operações,2,2021-10-09,4,7050.0,39,Não,Raramente,4,1,4,3,3,Não,Não,,Não se aplica
COL-0956,25,Feminino,Solteiro(a),Pós-graduação,Tecnologia,Desenvolvedor,1,2023-04-21,3,6650.0,4,Não,Frequentemente,3,2,3,3,2,Sim,Sim,2026-03-17 05:05:58.188,Falta de perspectiva de crescimento
COL-0957,59,Masculino,União estável,Tecnólogo,Recursos Humanos,Business Partner,4,2023-01-21,2,11100.0,20,Não,Raramente,1,5,5,4,1,Sim,Sim,2024-06-18 12:11:31.422,Qualidade de vida
COL-0958,25,Feminino,Casado(a),Mestrado,Comercial,Executivo de Contas,2,2020-03-22,5,8350.0,15,Não,Raramente,4,4,4,3,1,Não,Não,,Não se aplica
COL-0959,37,Masculino,Solteiro(a),Tecnólogo,Recursos Humanos,Analista de RH,2,2019-12-14,7,7750.0,29,Não,Nunca,5,1,3,4,2,Não,Sim,2024-01-26 07:47:45.193,Reestruturação organizacional
COL-0960,37,Masculino,Solteiro(a),Mestrado,Atendimento,Assistente de Atendimento,2,2014-04-26,12,7100.0,14,Não,Frequentemente,3,5,4,5,6,Não,Não,,Não se aplica
COL-0961,28,Masculino,Solteiro(a),Ensino médio,Marketing,Analista de Marketing,2,2017-10-11,8,8600.0,16,Não,Raramente,3,2,3,5,4,Não,Não,,Não se aplica
COL-0962,45,Masculino,Solteiro(a),Graduação,Tecnologia,Desenvolvedor,2,2016-02-20,9,9600.0,33,Não,Frequentemente,2,4,4,2,3,Não,Não,,Não se aplica
COL-0963,33,Feminino,Solteiro(a),Mestrado,Tecnologia,Desenvolvedor,2,2021-01-27,5,9400.0,40,Não,Raramente,2,2,2,5,3,Não,Sim,2024-05-23 08:54:43.107,Mudança de cidade
COL-0964,59,Não binário,Solteiro(a),Tecnólogo,Atendimento,Supervisor de Atendimento,5,2015-04-18,11,11600.0,26,Não,Raramente,2,4,1,5,4,Sim,Não,,Não se aplica
COL-0965,46,Feminino,Solteiro(a),Tecnólogo,Tecnologia,Analista de Dados,3,2013-10-11,12,10450.0,26,Não,Raramente,4,5,1,5,2,Não,Não,,Não se aplica
COL-0966,51,Masculino,Casado(a),Graduação,Recursos Humanos,Business Partner,4,2020-09-03,5,11550.0,33,Sim,Raramente,3,5,3,3,1,Não,Não,,Não se aplica
COL-0967,40,Não binário,Divorciado(a),Pós-graduação,Tecnologia,Analista de Dados,4,2015-12-04,10,12000.0,33,Não,Raramente,4,4,1,4,4,Não,Sim,2025-10-13 11:58:12.198,Remuneração e benefícios
COL-0968,34,Masculino,Solteiro(a),Ensino médio,Tecnologia,Desenvolvedor,2,2013-08-24,12,9000.0,9,Sim,Raramente,2,2,4,2,6,Não,Não,,Não se aplica
COL-0969,31,Masculino,União estável,Tecnólogo,Recursos Humanos,Analista de RH,2,2015-10-12,10,8200.0,45,Sim,Frequentemente,5,1,2,3,1,Sim,Sim,2022-01-02 14:00:05.883,Qualidade de vida
COL-0970,44,Feminino,União estável,Mestrado,Marketing,Especialista de Marketing,3,2017-11-05,9,9650.0,45,Não,Nunca,4,5,2,3,2,Não,Não,,Não se aplica
COL-0971,22,Feminino,União estável,Mestrado,Financeiro,Analista Financeiro,1,2022-10-15,3,6250.0,30,Não,Frequentemente,3,2,3,3,3,Sim,Não,,Não se aplica
COL-0972,24,Não binário,União estável,Tecnólogo,Financeiro,Analista Financeiro,1,2024-06-04,1,7300.0,13,Não,Raramente,2,1,4,3,5,Não,Não,,Não se aplica
COL-0973,49,Feminino,União estável,Mestrado,Tecnologia,Analista de Dados,3,2023-04-22,2,11400.0,42,Sim,Raramente,3,3,3,3,3,Não,Sim,2026-01-05 23:13:07.789,Qualidade de vida
COL-0974,29,Não binário,Casado(a),Mestrado,Recursos Humanos,Analista de RH,2,2021-04-15,4,7450.0,11,Não,Raramente,1,1,3,5,5,Não,Não,,Não se aplica
COL-0975,57,Masculino,Casado(a),Ensino médio,Comercial,Analista Comercial,4,2016-02-16,9,10700.0,13,Sim,Raramente,3,3,3,3,3,Não,Não,,Não se aplica
COL-0976,42,Masculino,Casado(a),Graduação,Tecnologia,Analista de Dados,4,2016-11-16,10,12950.0,34,Não,Frequentemente,1,4,3,2,4,Não,Sim,2022-01-29 19:35:12.024,Qualidade de vida
COL-0977,43,Não binário,Casado(a),Mestrado,Atendimento,Analista de Atendimento,4,2026-03-17,0,9650.0,46,Sim,Nunca,2,2,5,3,5,Não,Não,,Não se aplica
COL-0978,41,Feminino,Solteiro(a),Mestrado,Operações,Coordenador de Operações,3,2023-11-21,3,9800.0,1,Não,Frequentemente,5,3,5,3,3,Sim,Sim,2024-08-16 03:42:34.701,Nova oportunidade profissional
COL-0979,44,Feminino,União estável,Ensino médio,Atendimento,Analista de Atendimento,4,2013-02-06,12,9850.0,4,Sim,Nunca,2,3,3,3,0,Não,Não,,Não se aplica
COL-0980,51,Não binário,Solteiro(a),Pós-graduação,Atendimento,Analista de Atendimento,3,2023-10-16,2,8000.0,26,Não,Frequentemente,1,1,1,3,1,Sim,Não,,Não se aplica
COL-0981,21,Masculino,Casado(a),Pós-graduação,Atendimento,Assistente de Atendimento,1,2025-07-04,0,5200.0,20,Não,Raramente,2,5,3,5,4,Não,Sim,2026-01-01 03:10:04.755,Desempenho abaixo do esperado
COL-0982,56,Masculino,Casado(a),Graduação,Atendimento,Analista de Atendimento,4,2011-10-17,14,10350.0,35,Não,Nunca,2,1,5,4,4,Não,Não,,Não se aplica
COL-0983,43,Feminino,Divorciado(a),Tecnólogo,Atendimento,Analista de Atendimento,4,2020-03-24,6,9500.0,50,Não,Frequentemente,1,3,4,3,6,Sim,Não,,Não se aplica
COL-0984,50,Feminino,Solteiro(a),Tecnólogo,Operações,Coordenador de Operações,3,2016-09-24,9,9300.0,32,Não,Nunca,2,1,2,3,3,Não,Não,,Não se aplica
COL-0985,21,Masculino,Divorciado(a),Graduação,Atendimento,Assistente de Atendimento,1,2024-10-27,1,5050.0,49,Sim,Raramente,2,5,4,3,1,Não,Não,,Não se aplica
COL-0986,55,Feminino,Casado(a),Tecnólogo,Atendimento,Analista de Atendimento,4,2025-08-28,0,8850.0,25,Não,Frequentemente,4,1,3,4,4,Não,Não,,Não se aplica
COL-0987,56,Feminino,União estável,Ensino médio,Tecnologia,Engenheiro de Dados,5,2014-01-06,12,13250.0,32,Sim,Raramente,2,3,3,2,6,Não,Não,,Não se aplica
COL-0988,43,Masculino,Solteiro(a),Graduação,Financeiro,Controller,3,2018-05-27,7,10500.0,19,Não,Nunca,3,2,3,4,5,Sim,Não,,Não se aplica
COL-0989,60,Feminino,União estável,Tecnólogo,Recursos Humanos,Business Partner,4,2021-03-05,5,10050.0,24,Não,Raramente,4,1,5,5,1,Não,Não,,Não se aplica
COL-0990,32,Feminino,Divorciado(a),Graduação,Operações,Coordenador de Operações,3,2025-10-05,0,8200.0,33,Sim,Raramente,4,1,1,2,1,Não,Não,,Não se aplica
COL-0991,51,Não binário,União estável,Graduação,Recursos Humanos,Business Partner,3,2026-01-19,0,9000.0,15,Sim,Raramente,1,1,3,4,5,Não,Sim,2026-05-27 18:48:19.703,Falta de perspectiva de crescimento
COL-0992,31,Não binário,Casado(a),Mestrado,Atendimento,Assistente de Atendimento,1,2024-09-18,2,4000.0,46,Sim,Raramente,2,5,5,3,0,Sim,Sim,2025-06-09 20:12:10.673,Mudança de cidade
COL-0993,54,Masculino,Casado(a),Graduação,Financeiro,Controller,4,2025-02-20,0,12100.0,6,Não,Nunca,2,3,2,4,5,Não,Sim,2026-04-04 10:17:33.102,Desempenho abaixo do esperado
COL-0994,41,Masculino,Casado(a),Graduação,Financeiro,Analista Financeiro,2,2013-04-09,12,8900.0,38,Sim,Nunca,1,1,5,4,4,Sim,Não,,Não se aplica
COL-0995,53,Masculino,Divorciado(a),Graduação,Atendimento,Supervisor de Atendimento,5,2018-06-11,8,10450.0,19,Sim,Nunca,5,5,4,4,2,Sim,Não,,Não se aplica
COL-0996,59,Não binário,União estável,Mestrado,Atendimento,Analista de Atendimento,4,2015-10-24,10,10150.0,1,Sim,Raramente,1,4,4,2,5,Não,Não,,Não se aplica
COL-0997,37,Masculino,Solteiro(a),Tecnólogo,Operações,Coordenador de Operações,3,2023-04-10,2,8400.0,10,Não,Raramente,2,3,1,3,2,Não,Sim,2024-11-26 01:29:20.116,Nova oportunidade profissional
COL-0998,44,Masculino,Divorciado(a),Graduação,Recursos Humanos,Business Partner,4,2019-10-19,6,10800.0,31,Sim,Nunca,4,3,5,3,6,Sim,Não,,Não se aplica
COL-0999,23,Não binário,Divorciado(a),Graduação,Financeiro,Analista Financeiro,1,2024-08-07,2,6800.0,1,Sim,Raramente,1,1,2,3,1,Não,Sim,2026-06-30 09:39:44.892,Qualidade de vida
COL-1000,60,Feminino,União estável,Graduação,Operações,Coordenador de Operações,4,2014-08-06,11,10900.0,36,Não,Nunca,3,1,3,4,2,Não,Sim,2025-07-07 19:01:40.952,Falta de perspectiva de crescimento
COL-1001,34,Feminino,Solteiro(a),Graduação,Tecnologia,Desenvolvedor,1,2019-01-14,7,6600.0,14,Sim,Nunca,4,5,4,3,3,Não,Não,,Não se aplica
COL-1002,38,Masculino,Casado(a),Ensino médio,Comercial,Executivo de Contas,2,2024-09-05,1,7900.0,22,Sim,Raramente,5,5,1,3,6,Não,Sim,2025-03-05 13:10:50.148,Reestruturação organizacional
COL-1003,55,Não binário,Casado(a),Mestrado,Marketing,Especialista de Marketing,4,2020-04-19,5,11050.0,39,Sim,Frequentemente,1,2,2,3,1,Não,Sim,2025-05-02 09:46:44.244,Mudança de cidade
COL-1004,61,Masculino,Casado(a),Tecnólogo,Tecnologia,Analista de Dados,4,2014-08-09,12,12600.0,33,Não,Frequentemente,3,4,2,2,4,Não,Sim,2026-04-13 21:56:54.672,Reestruturação organizacional
COL-1005,41,Feminino,União estável,Mestrado,Financeiro,Analista Financeiro,2,2017-10-10,9,8700.0,40,Sim,Raramente,3,2,1,3,0,Não,Não,,Não se aplica
COL-1006,45,Masculino,Casado(a),Pós-graduação,Financeiro,Controller,3,2016-01-15,9,10100.0,33,Sim,Raramente,4,4,4,4,5,Não,Sim,2025-09-23 20:42:54.715,Qualidade de vida
COL-1007,52,Masculino,Solteiro(a),Pós-graduação,Atendimento,Analista de Atendimento,3,2015-03-09,10,7800.0,17,Sim,Raramente,2,5,5,3,4,Sim,Sim,2025-06-15 22:20:40.747,Qualidade de vida
COL-1008,39,Não binário,União estável,Tecnólogo,Tecnologia,Desenvolvedor,2,2014-03-05,11,8450.0,35,Sim,Raramente,3,3,3,2,5,Sim,Não,,Não se aplica
COL-1009,20,Masculino,Divorciado(a),Mestrado,Comercial,Executivo de Contas,1,2025-12-21,1,6700.0,29,Sim,Raramente,4,4,5,3,5,Não,Sim,2026-03-22 12:29:20.566,Falta de perspectiva de crescimento
COL-1010,47,Não binário,União estável,Pós-graduação,Operações,Coordenador de Operações,3,2017-07-18,8,8450.0,37,Sim,Raramente,5,1,5,3,1,Não,Não,,Não se aplica
COL-1011,22,Feminino,Solteiro(a),Ensino médio,Tecnologia,Desenvolvedor,1,2024-01-12,1,7850.0,46,Sim,Raramente,4,1,1,3,2,Não,Não,,Não se aplica
COL-1012,45,Não binário,Casado(a),Mestrado,Marketing,Analista de Marketing,2,2024-02-11,2,7950.0,42,Não,Raramente,5,2,5,2,2,Não,Não,,Não se aplica
COL-1013,24,Masculino,Casado(a),Mestrado,Financeiro,Analista Financeiro,1,2019-02-28,6,6750.0,4,Não,Nunca,3,1,5,4,6,Não,Não,,Não se aplica
COL-1014,30,Feminino,Casado(a),Mestrado,Marketing,Analista de Marketing,2,2019-04-24,6,7150.0,1,Sim,Raramente,4,3,4,3,6,Não,Sim,2026-05-16 08:45:30.495,Qualidade de vida
COL-1015,47,Não binário,Solteiro(a),Graduação,Comercial,Analista Comercial,4,2016-11-10,10,11000.0,28,Não,Raramente,4,5,3,3,1,Sim,Não,,Não se aplica
COL-1016,45,Masculino,Divorciado(a),Graduação,Recursos Humanos,Business Partner,3,2023-07-09,2,9250.0,31,Não,Raramente,3,5,1,4,1,Não,Sim,2024-12-16 09:56:07.104,Remuneração e benefícios
COL-1017,35,Masculino,Casado(a),Pós-graduação,Financeiro,Analista Financeiro,2,2016-10-11,9,8350.0,16,Não,Raramente,1,2,1,3,6,Sim,Não,,Não se aplica
COL-1018,30,Masculino,Casado(a),Tecnólogo,Tecnologia,Desenvolvedor,2,2026-01-10,0,8650.0,2,Sim,Nunca,2,5,5,4,4,Não,Não,,Não se aplica
COL-1019,42,Masculino,Casado(a),Mestrado,Marketing,Especialista de Marketing,4,2016-12-13,10,11050.0,52,Não,Raramente,1,2,2,5,6,Não,Sim,2024-03-29 19:32:38.895,Desempenho abaixo do esperado
COL-1020,52,Masculino,Casado(a),Graduação,Financeiro,Especialista Financeiro,5,2019-10-11,6,13200.0,48,Não,Raramente,2,3,4,4,0,Não,Não,,Não se aplica
COL-1021,47,Masculino,Casado(a),Pós-graduação,Recursos Humanos,Business Partner,3,2025-11-18,1,9650.0,51,Sim,Frequentemente,5,1,5,4,3,Não,Não,,Não se aplica
COL-1022,58,Feminino,Casado(a),Tecnólogo,Recursos Humanos,Business Partner,3,2019-10-15,7,9750.0,15,Não,Raramente,4,2,4,2,6,Não,Não,,Não se aplica
COL-1023,22,Não binário,União estável,Mestrado,Recursos Humanos,Analista de RH,1,2023-12-24,3,5800.0,30,Não,Raramente,2,5,4,4,6,Não,Não,,Não se aplica
COL-1024,45,Masculino,Divorciado(a),Ensino médio,Atendimento,Analista de Atendimento,4,2014-12-05,11,9800.0,41,Não,Raramente,5,3,1,2,1,Sim,Não,,Não se aplica
COL-1025,53,Masculino,Casado(a),Graduação,Marketing,Especialista de Marketing,3,2019-02-23,6,8950.0,31,Não,Nunca,4,4,1,3,2,Não,Sim,2022-07-29 16:36:16.407,Desempenho abaixo do esperado
COL-1026,37,Feminino,Casado(a),Mestrado,Atendimento,Analista de Atendimento,3,2017-09-11,8,7850.0,24,Sim,Raramente,4,1,2,4,6,Não,Não,,Não se aplica
COL-1027,46,Não binário,Divorciado(a),Tecnólogo,Marketing,Especialista de Marketing,3,2018-11-04,8,9250.0,41,Não,Raramente,1,3,1,2,4,Não,Não,,Não se aplica
COL-1028,20,Masculino,Casado(a),Mestrado,Tecnologia,Desenvolvedor,2,2025-04-23,0,8800.0,45,Sim,Raramente,4,1,2,3,5,Não,Não,,Não se aplica
COL-1029,35,Masculino,Casado(a),Ensino médio,Tecnologia,Desenvolvedor,2,2021-02-05,5,8650.0,7,Sim,Raramente,5,5,2,4,6,Não,Sim,2024-06-11 11:13:26.177,Remuneração e benefícios
COL-1030,30,Masculino,Casado(a),Mestrado,Atendimento,Assistente de Atendimento,1,2021-06-21,5,5250.0,42,Não,Frequentemente,1,3,4,4,3,Não,Não,,Não se aplica
COL-1031,40,Feminino,União estável,Pós-graduação,Operações,Analista de Operações,2,2012-09-24,13,8150.0,51,Não,Raramente,1,3,1,4,6,Não,Não,,Não se aplica
COL-1032,34,Feminino,Casado(a),Graduação,Marketing,Analista de Marketing,1,2013-08-20,12,5400.0,30,Não,Raramente,1,3,3,4,4,Não,Não,,Não se aplica
COL-1033,22,Feminino,Divorciado(a),Ensino médio,Financeiro,Analista Financeiro,1,2026-07-03,0,6450.0,2,Sim,Nunca,2,4,5,2,0,Não,Não,,Não se aplica
COL-1034,47,Não binário,Casado(a),Graduação,Comercial,Analista Comercial,4,2011-11-09,14,10200.0,19,Não,Raramente,5,3,5,5,0,Não,Não,,Não se aplica
COL-1035,52,Não binário,Solteiro(a),Mestrado,Atendimento,Analista de Atendimento,3,2016-04-01,10,7600.0,50,Não,Raramente,4,4,5,3,3,Não,Não,,Não se aplica
COL-1036,48,Masculino,Divorciado(a),Mestrado,Atendimento,Analista de Atendimento,3,2021-07-12,5,7250.0,42,Sim,Raramente,2,3,2,4,0,Não,Sim,2022-01-03 09:35:05.735,Remuneração e benefícios
COL-1037,22,Masculino,Casado(a),Ensino médio,Tecnologia,Desenvolvedor,1,2024-10-18,2,7450.0,8,Sim,Raramente,4,4,2,3,1,Sim,Não,,Não se aplica
COL-1038,54,Feminino,União estável,Graduação,Financeiro,Controller,3,2017-05-11,9,10550.0,37,Não,Frequentemente,1,4,1,2,0,Não,Sim,2022-07-18 17:40:52.240,Nova oportunidade profissional
COL-1039,52,Masculino,Divorciado(a),Mestrado,Financeiro,Controller,4,2018-03-26,7,12050.0,11,Não,Nunca,5,2,4,3,2,Não,Não,,Não se aplica
COL-1040,50,Masculino,Solteiro(a),Graduação,Comercial,Analista Comercial,3,2022-10-08,4,9450.0,5,Sim,Frequentemente,1,5,3,5,2,Não,Não,,Não se aplica
